x,y
328.498762,310.211688
333.616200,296.910255
328.218743,344.831571
335.332315,287.448408
357.481658,326.698977
330.574910,348.643397
388.214365,330.650197
421.838719,339.919671
397.593174,316.531448
404.661168,329.453700
395.545759,321.497409
393.321249,315.604385
393.371467,296.519720
385.471386,289.965209
392.370251,276.830870
402.255495,288.245227
387.003795,293.334475
394.750699,266.360819
419.744710,283.825870
381.600160,313.673420
394.196275,307.707165
393.114095,298.946323
406.476200,291.858424
403.855862,302.826669
386.664870,327.038520
420.261199,287.940512
388.923726,301.229402
410.794830,326.604914
423.951144,286.026527
424.017657,312.216484
403.108147,311.970088
382.995173,310.203420
390.032066,307.725859
377.091380,295.494121
377.479867,319.724566
398.349568,286.565197
372.684634,299.624894
409.857763,324.528422
352.960915,318.975770
382.690659,335.516936
348.712973,328.220745
329.990951,311.788610
348.867768,288.460105
343.193090,338.626545
323.988315,336.558396
342.183408,339.037087
335.097256,347.518821
257.923740,302.300893
321.284866,337.829095
291.716847,356.979749
290.780604,370.696158
274.901716,354.229548
309.412837,345.114649
276.196501,329.231133
269.962955,331.719299
275.021078,335.275853
250.021723,325.674731
234.604866,319.827514
237.495318,339.318224
230.760236,339.288626
224.584704,323.776072
214.225481,316.129393
190.155497,304.304927
216.618644,327.292873
181.078674,322.619855
175.758896,332.047522
161.783709,323.286401
157.404571,321.866536
159.270011,317.440298
150.202151,331.591340
147.046142,321.114322
141.966820,326.957859
131.436811,331.319868
137.517793,325.145088
137.932646,337.562028
129.258852,353.718226
126.565943,343.911066
128.385083,344.763779
124.533326,351.526065
122.320643,353.874041
111.158189,353.292255
123.903636,336.314970
129.609471,357.858274
131.474726,371.915642
128.557413,351.714013
144.600182,360.580740
143.946564,357.879685
145.791327,359.113209
131.908161,377.623314
154.688950,377.377282
150.020563,353.960922
142.930039,374.706985
147.891003,365.200042
141.568408,374.619648
164.426338,377.100483
181.151627,332.541851
189.477260,364.181649
145.919831,376.660240
123.982977,380.920998
159.260732,384.599733
151.605782,375.439738
159.549433,397.308793
184.743602,379.082990
181.862573,381.605168
191.314535,401.261837
184.366442,402.094131
202.288439,388.253180
200.664599,391.871005
228.266086,413.485410
224.617850,385.478979
237.218184,407.304256
234.977829,401.042143
237.226560,408.535482
237.544291,398.125830
267.673729,398.238212
272.904384,388.728681
276.049456,410.969551
268.552609,397.488555
282.350297,406.016185
292.403412,400.703891
304.326887,382.470558
309.939338,397.789264
316.052317,403.055832
325.989450,391.257563
323.679012,392.713694
331.252205,399.581219
339.777672,402.175011
352.568963,381.502048
361.146237,394.916699
359.848002,388.692987
366.634942,388.580402
375.783991,390.882720
392.633266,385.132357
383.048413,389.002529
398.859100,392.650243
411.132751,383.660175
416.479914,385.668117
418.379212,379.175271
420.955354,388.545668
433.332340,395.101772
437.268875,392.319229
449.842249,397.624412
478.948361,387.991503
478.733011,409.229292
486.809634,411.397827
447.758143,395.092940
446.717624,393.546374
456.399583,390.894230
454.554551,398.873749
467.786527,384.477036
472.366318,392.285991
464.645019,399.152760
475.572993,411.397100
472.533470,413.342166
472.659208,425.949619
474.693304,412.484852
470.622457,413.185723
465.751696,430.699330
455.366167,438.406236
435.926768,429.811305
456.797664,440.885190
470.598274,425.390100
471.308107,416.241415
446.329032,451.069506
449.636199,426.751192
449.467032,443.293660
452.487462,444.069492
446.916767,433.006591
439.839533,454.363843
450.520710,464.750429
425.999386,468.009221
430.693788,456.136883
425.116177,449.072268
406.463956,438.279053
412.080430,452.854325
403.627954,449.346387
395.802507,471.580700
382.633685,456.393131
378.959123,448.052010
390.985586,458.425347
382.833253,458.659384
361.050222,438.389766
344.265586,461.272962
357.201685,444.877414
359.332153,435.545446
324.588239,448.153600
373.841100,404.682663
344.525973,413.371953
330.446535,411.410800
326.276664,419.337297
338.959188,433.519500
353.107640,422.328486
331.225496,444.664675
293.701933,443.831828
298.043335,422.875857
284.422396,426.817820
301.319991,437.867365
298.381468,441.960331
311.039707,441.447159
294.957469,453.279750
285.285650,453.801396
271.603686,458.366483
280.678115,433.433499
264.108920,450.385601
264.143073,442.467332
251.165796,439.685279
272.551178,469.671587
256.008088,459.259459
247.845904,459.832425
261.480397,469.235072
234.664722,473.813725
237.708247,470.703339
257.391175,487.737827
259.120394,464.184598
251.063303,490.609060
251.106357,482.069946
264.339148,464.859433
262.677908,465.379548
264.419934,499.992043
260.115009,503.099128
257.142290,497.733171
283.450446,530.306079
268.185840,502.487657
289.614445,499.579835
295.906079,499.081646
321.953071,511.626704
327.002091,538.628418
321.768898,549.461588
324.045651,534.107526
301.228755,538.668855
312.751571,535.817692
329.119069,538.699775
317.972906,526.254864
319.025391,533.860695
321.949045,536.774315
332.138014,527.871974
336.824484,529.105876
346.073330,539.580378
355.074596,531.049607
361.562909,545.781566
354.914648,550.649913
367.946682,537.878132
382.961143,548.199898
379.426860,548.236656
376.497349,550.378271
377.670726,543.096196
395.854889,543.964399
405.760409,539.517855
404.587921,538.586386
414.471106,542.347958
419.563206,547.572233
428.134980,549.210843
434.987788,552.159118
439.495705,547.265918
449.743986,554.591706
457.477836,554.617488
457.560930,556.534466
458.868510,562.978582
464.914872,556.947899
474.303573,552.657847
474.931435,556.182603
478.801126,554.031395
475.032222,547.596401
485.668746,550.524888
493.240213,558.808645
501.660889,548.109061
489.655609,547.512634
501.754178,557.579639
499.262845,563.252185
514.689681,561.099480
497.399889,554.141685
485.698021,564.153822
506.307915,564.410693
499.700446,584.975722
482.302630,580.524615
500.731364,569.740618
501.672288,555.666872
494.944755,566.063119
493.049150,578.582514
486.790565,560.952092
483.914734,586.046957
473.281678,581.276577
475.192575,583.829229
466.498605,570.518532
452.668475,583.211496
440.891919,588.622258
462.337569,584.438415
434.715543,602.316196
434.390781,590.636318
445.253868,600.207543
418.934762,595.749301
438.828089,590.432391
412.741156,596.603654
410.224631,594.772951
408.591161,590.971410
405.169148,591.021856
387.487749,584.511481
388.938899,597.288122
379.048916,599.815809
367.192558,582.996921
356.849332,608.983238
359.685592,577.261490
349.596969,578.117360
335.950229,578.783225
344.051673,583.502957
310.088257,580.891985
312.936113,580.816531
330.163620,560.949822
312.537820,566.159914
308.580835,565.954972
272.923384,569.375962
258.235633,550.135736
259.962245,553.211654
266.032057,552.229573
271.900237,571.219270
267.674692,557.060238
261.918838,560.367555
265.419141,556.801413
276.440433,569.145538
269.282745,545.176720
256.356462,560.854110
234.048779,544.139797
247.857164,547.338364
215.567215,560.053627
232.703979,560.880871
220.932666,560.664593
219.765717,572.806213
217.433081,562.646627
202.125026,589.663194
194.230713,585.068161
176.365764,587.755662
191.300211,584.153484
213.626262,590.443041
189.706052,589.814089
192.496115,567.732429
179.261127,593.181647
197.439751,599.825366
205.889978,577.147887
213.264350,583.865160
203.324672,596.285947
196.192974,604.477095
191.225396,608.969221
209.314024,576.609757
199.407999,594.118415
216.820399,588.473707
211.879991,605.357561
221.214484,592.720191
210.422165,613.021780
222.945764,614.792259
242.326016,609.445877
244.545939,619.334948
247.958937,642.477514
251.562431,623.041844
259.779242,627.831758
253.857540,620.068865
280.156322,621.357894
281.612708,622.095042
283.567996,626.653912
277.108570,623.771945
277.084143,633.614081
295.238767,630.652207
295.448856,637.584087
291.318966,662.616845
298.572441,662.622006
311.287065,660.531576
315.094391,667.390938
310.457852,645.384226
321.522887,676.214361
318.392737,669.667400
356.230521,650.445327
367.683019,654.431320
349.811172,656.432751
365.380352,656.083201
373.196775,665.443480
378.696890,656.133235
386.722047,662.428493
388.404342,668.409029
405.074818,668.565126
408.355811,672.141895
407.386299,674.912140
421.687491,677.090477
427.868969,662.471098
414.092300,667.374016
428.344952,666.216603
435.521375,680.757274
457.673161,676.709672
460.268557,683.809859
458.337743,676.723646
459.700373,685.199653
479.900973,674.440427
468.232856,686.440127
465.136761,671.858961
493.269900,683.438578
479.552834,689.769024
493.809716,712.437550
493.809716,712.437550
485.866371,691.980933
485.866371,691.980933
489.891732,697.857671
490.159402,700.151277
497.834606,705.650504
489.084068,718.298969
505.246351,718.460745
505.473768,717.062880
519.080420,714.945605
521.401421,733.705535
510.817789,739.239851
519.253508,741.931277
534.888613,742.828030
530.789623,750.257672
542.168274,750.629998
540.564064,758.055290
546.374646,765.532677
546.284857,769.968430
550.116310,765.783119
547.908296,769.466029
546.736064,780.725429
555.218396,775.434504
564.710523,803.211647
552.697348,788.486491
538.139363,789.315320
541.641868,796.614331
535.879712,801.741815
542.083378,797.371069
545.345103,815.331373
537.370285,812.525098
539.553656,816.524952
541.990670,825.184094
547.325029,826.659772
543.693978,837.396307
531.852964,828.380862
539.703230,839.859899
541.626620,845.677285
541.046986,857.526392
544.031240,844.618593
537.707860,844.113843
539.107379,838.547228
543.601577,855.495383
535.816097,844.265842
543.696094,875.041480
539.972068,883.993200
542.546002,892.370590
539.155358,891.654418
540.766944,894.464878
530.598848,900.050285
526.916791,896.105294
525.691023,896.423908
523.383502,897.197245
521.148578,899.861985
527.943156,907.552223
518.338794,910.947859
512.527405,903.585648
515.075146,904.681586
507.093103,905.773448
506.215682,904.348477
485.643368,901.452086
500.194978,906.431996
497.003339,902.638049
488.820150,909.127702
489.763573,910.336932
476.345728,901.024916
470.573931,891.763067
467.620762,897.861975
475.939186,898.450987
460.410302,897.309545
454.417407,895.055532
454.993118,889.368508
456.150432,885.607893
452.168126,892.957706
446.306061,895.443254
441.230600,880.248101
436.436632,882.648911
434.320090,882.304092
436.447210,877.014743
428.565384,872.236277
419.219255,864.875470
421.679452,864.396382
423.232008,866.117182
412.928924,863.083035
413.601739,855.118738
412.589318,858.309232
407.203524,851.086059
410.850832,843.233341
412.143524,845.804039
406.374663,831.987006
398.519683,836.206928
404.262117,829.833680
403.512312,827.512222
395.022069,823.438920
400.291445,819.501505
399.657097,824.269054
395.317766,816.382198
391.717817,816.988608
394.358917,805.559530
389.197720,804.722672
397.233915,802.440806
392.384193,794.406204
392.284273,790.006234
384.514565,785.877664
393.440140,769.681934
383.215897,775.409034
379.222030,782.800780
378.910449,775.041361
382.671116,777.123273
383.473067,768.608156
384.254950,763.364242
372.705355,772.842549
374.319206,763.554024
378.026771,763.537169
376.244664,749.016715
379.996616,755.775364
376.764251,748.662183
387.724096,739.518984
379.999657,735.152166
377.351579,737.275164
400.004761,742.409586
392.038808,723.009428
376.085583,726.288140
387.640431,731.374091
366.807984,723.352045
391.458360,717.421398
391.621136,726.666328
379.043764,723.831419
381.036915,728.662876
371.692489,715.373020
372.064044,703.021516
363.155231,710.649794
369.209170,694.442424
363.660563,684.427838
368.803077,696.970452
364.194077,696.630880
361.123230,667.407671
361.429383,665.959744
350.203924,663.182814
347.461629,651.126006
336.090461,656.502199
351.516799,646.552097
337.450000,650.246512
330.649526,647.455045
338.547850,648.912441
341.621629,638.511301
312.805029,625.726365
318.624872,623.818358
301.083069,625.676464
289.023750,612.661972
291.228706,608.555726
292.987388,603.213503
304.501651,608.962266
285.458678,596.247233
280.215659,584.236475
272.767205,596.926744
269.762700,584.351679
259.099740,583.557598
253.922725,573.969986
247.519332,563.135773
236.637400,549.453263
233.256397,542.687095
225.157594,536.936638
237.226911,535.263742
224.169815,530.720455
216.317642,519.209423
215.829726,510.416763
202.477582,529.288349
204.358734,519.814924
194.933342,514.873014
194.834795,513.200219
188.841095,502.904152
188.502089,506.154677
179.751581,510.064953
174.255442,507.201874
179.624334,504.493211
174.493173,497.533871
171.938532,499.650326
168.573108,494.578817
166.872473,502.223642
165.163563,490.505357
166.860349,495.465191
164.168137,494.916812
162.855516,489.374908
155.990623,487.354644
162.442918,484.817042
162.421817,485.861580
164.466399,472.072821
163.677467,468.364694
164.491947,472.827032
162.101706,472.282701
167.663850,468.144787
174.843145,461.547348
174.963953,468.308930
186.986260,468.456396
182.229864,459.531167
192.671601,454.571225
193.238206,466.009343
205.801825,457.224134
199.411456,463.635315
200.655569,460.585183
226.388243,455.517354
214.099365,460.128289
220.695142,452.452317
219.210531,444.978810
232.419673,447.432581
236.723494,451.512061
235.326307,445.188084
242.499490,443.682984
247.181040,446.149928
245.528218,442.798280
252.421668,440.528181
266.298733,437.571091
263.363255,435.587291
261.710700,433.687465
268.715400,431.681097
272.023484,432.179137
279.365231,428.206506
289.467723,430.990522
290.351172,425.359520
294.776805,421.972467
297.608118,419.956078
302.392042,422.104664
313.255826,416.348708
315.511754,419.624059
323.645348,419.564882
325.217957,417.342353
343.224080,411.199586
334.780751,409.836570
351.923936,418.497174
350.973918,417.972365
346.933460,416.707818
354.203239,414.542929
349.254840,404.423794
348.559631,412.873995
360.337953,405.925481
348.984024,411.330179
345.518386,410.259982
350.755440,404.450738
349.828619,397.106667
353.922822,396.502053
356.153695,398.904886
349.995253,396.134915
359.555542,394.342687
355.072576,384.520360
367.674578,381.308356
342.073897,380.976115
355.042567,383.753784
349.133873,381.305215
344.416621,365.641856
348.436947,367.477413
344.181705,379.103906
313.798912,372.783991
325.895639,352.936801
342.540940,378.925693
326.343623,366.398953
330.971617,364.859979
313.848775,353.713662
306.687699,353.848896
295.771453,352.425205
299.258146,363.653537
267.145394,372.068410
262.053074,387.992971
251.669215,375.722011
262.614518,362.330808
262.331712,357.319771
254.951833,355.251950
250.596256,348.520357
252.668862,346.172939
247.480045,338.546508
237.561037,337.578750
237.858857,334.174904
233.849547,322.706333
230.348144,327.549592
226.768995,323.483057
225.480069,317.370954
218.645906,318.295049
211.186196,316.592206
209.591855,310.430060
209.073178,317.364914
212.500024,308.997841
207.942161,296.168880
206.371581,301.308773
209.222776,291.475936
217.173629,293.870655
216.753073,283.220531
215.684223,283.014424
213.884304,277.831880
217.001624,283.432432
213.138584,291.670148
232.960723,279.735282
206.713419,277.826896
217.365479,274.462822
206.892013,265.382229
207.017342,254.814223
206.291636,258.820667
204.889459,258.291053
202.757635,250.653101
198.671142,248.399543
203.772773,240.012436
208.321723,245.889558
201.514568,245.332212
209.028168,253.026212
219.591183,244.923161
248.967412,256.876356
251.660799,249.259779
231.864675,239.623547
241.449368,251.347994
234.440529,241.886613
228.020342,243.237324
229.480751,248.089447
232.999790,243.036173
260.864094,244.825004
261.001500,248.954178
260.940778,250.245872
260.351478,250.172959
250.135149,227.790491
253.339972,229.608389
262.062124,229.366054
264.679365,223.535838
260.552659,223.365473
265.008292,217.086734
270.637698,221.639001
279.341997,221.081275
282.307098,223.762641
282.765152,226.369875
276.668037,228.840528
282.567325,218.989201
285.135988,226.403336
297.041011,233.518501
294.783800,245.204526
302.780229,238.329647
305.983921,218.208668
315.556719,224.054384
311.218991,225.959443
318.357612,218.878009
321.814555,222.555577
315.360528,233.037371
321.204393,226.927222
323.934079,220.767849
336.312855,220.985958
335.060730,224.081968
342.374268,231.503500
342.429421,228.180529
354.644525,228.651071
362.888532,232.463373
383.545480,251.795658
370.746209,249.966108
357.847139,254.621272
363.421137,248.076959
364.692400,247.594455
371.612961,253.305208
380.072392,255.845332
381.093465,265.053778
374.610816,259.119761
378.388954,255.389811
383.878742,262.074688
387.889115,259.097701
398.268414,259.801976
398.323632,261.154700
404.473783,260.758935
408.135508,263.350646
413.342266,274.611999
412.814378,267.661563
415.548424,266.747074
414.942377,276.052150
414.562938,272.693755
414.367567,278.548976
417.357374,279.845700
418.387050,281.988974
416.233584,284.309985
414.162247,282.651510
415.436827,285.629700
419.450400,289.874475
421.209118,284.435352
420.854250,291.073368
427.550635,291.426506
429.829115,290.942295
429.292437,292.528600
429.798931,287.951326
436.231767,283.763658
427.822987,285.582639
433.902770,286.931103
431.624215,287.070844
436.119058,289.566590
431.064538,295.816684
435.038150,294.376565
427.617133,292.280476
430.979075,294.109916
433.445115,296.788841
426.012044,303.493298
423.997131,312.101989
435.828953,314.017226
436.177801,318.094926
427.981278,320.957531
427.692387,323.044988
436.980039,326.915760
423.763581,326.862666
439.612406,328.443777
438.901335,329.031457
430.085914,341.217369
433.853781,337.144488
431.203200,346.223214
426.407030,351.803439
430.828428,359.264632
430.617418,350.133961
435.389074,359.260445
435.103885,380.734024
433.733752,367.310437
433.439043,364.428100
435.202558,381.436132
436.930540,383.107633
430.150231,389.810648
435.864413,394.176371
436.907552,396.546151
440.878202,408.458360
434.445121,413.852525
432.503289,415.862918
437.371637,413.608612
422.050848,456.690201
426.744746,448.738447
436.244883,454.635755
423.496648,455.018880
424.833189,448.930068
425.795154,457.427416
423.265935,458.038869
417.776001,450.778330
402.998257,461.436532
403.380063,449.796089
393.336617,455.628373
385.341195,460.352023
377.991978,448.132821
354.440277,436.741733
356.767223,434.396089
353.946830,435.549833
356.651320,427.140888
354.551683,436.722516
337.485484,438.579128
334.753142,438.621182
326.751285,431.823047
324.348624,434.434154
313.140618,428.552519
313.945432,433.183264
313.978756,440.398732
306.350625,425.948551
299.868292,430.527890
297.863671,435.464954
292.029888,433.183555
286.373258,437.093428
278.012714,437.296236
285.203095,439.903564
280.302224,442.640827
275.038950,440.332784
272.120204,447.209572
271.851016,449.319277
268.729839,454.993325
262.499162,454.673213
253.402741,459.199581
260.107245,463.661568
254.791965,463.486804
263.712324,468.309888
262.983051,486.030766
265.636500,475.981288
260.348554,489.120385
268.686057,484.673924
264.061213,492.410166
269.602362,499.086396
275.621833,504.121638
277.724754,500.165236
281.423536,494.099075
287.856993,504.444878
293.429147,509.423528
298.767921,497.556324
314.495559,521.377611
306.452218,519.786933
330.974947,534.056511
328.029970,545.084802
325.899780,550.281291
332.584786,536.159078
338.798607,540.369957
327.081094,550.512839
345.975745,547.145334
354.420063,552.605620
354.615621,549.838939
354.079470,557.917607
332.906545,559.983014
352.881520,572.792702
350.399788,572.385946
360.868792,574.474909
346.960162,594.310201
364.075666,600.531983
366.198287,616.840270
360.842603,601.199989
347.431485,615.964263
362.682022,595.426540
364.091656,591.519592
372.432403,596.553392
371.701985,597.610289
363.169526,601.519463
367.215026,600.184458
367.945904,609.210981
354.018958,602.288420
352.754199,603.018806
347.876306,611.848459
346.280248,604.423997
339.091728,614.305382
338.420171,613.067664
334.553447,620.307522
327.518897,618.590896
333.487737,624.948369
332.259413,628.162341
333.446934,630.426511
323.797361,632.844864
327.889322,633.215682
325.686544,636.803513
334.160306,640.127193
328.347913,644.624277
340.054303,636.622700
346.019325,639.378417
355.861863,645.505781
367.676774,651.632074
372.052735,674.396743
373.138985,679.143059
369.756295,677.446087
369.756295,677.446087
371.983596,645.504388
371.983596,645.504388
372.165662,637.654748
368.674180,639.492498
370.753659,637.594600
372.127585,633.970995
384.369887,642.879404
379.683222,637.253071
384.547021,650.548882
384.483885,665.796549
390.430394,671.850825
388.216282,672.313612
391.677741,675.741616
393.559264,683.345442
400.756883,682.956245
407.780533,687.435901
406.559024,691.981219
415.448538,695.496342
